steps: 30, adversary: RedMeanderAgent, mean: -5.6366, standard deviation 1.3188023656635133
actions: [('DecoyFemitter User2', 'DiscoverRemoteSystems 10.0.191.192/28'), ('DecoyTomcat User2', 'DiscoverNetworkServices 10.0.191.199'), ('DecoyHarakaSMPT Enterprise0', 'DiscoverNetworkServices 10.0.191.202'), ('DecoyFemitter Enterprise1', 'DiscoverNetworkServices 10.0.191.194'), ('DecoyTomcat Enterprise0', 'DiscoverNetworkServices 10.0.191.204'), ('DecoyVsftpd Enterprise0', 'DiscoverNetworkServices 10.0.191.193'), ('DecoyApache Enterprise0', 'PrivilegeEscalate User0'), ('DecoyFemitter Enterprise2', 'ExploitRemoteService 10.0.191.193'), ('Remove Enterprise1', 'PrivilegeEscalate User3'), ('Analyse User4', 'DiscoverNetworkServices 10.0.241.157'), ('Restore User3', 'ExploitRemoteService 10.0.191.199'), ('Analyse User1', 'ExploitRemoteService 10.0.191.202'), ('Remove Enterprise1', 'PrivilegeEscalate User1'), ('Restore User1', 'DiscoverNetworkServices 10.0.241.154'), ('Analyse Enterprise1', 'ExploitRemoteService 10.0.191.194'), ('Analyse User1', 'ExploitRemoteService 10.0.191.204'), ('Analyse User4', 'PrivilegeEscalate User4'), ('Restore User4', 'ExploitRemoteService 10.0.241.157'), ('Analyse User1', 'ExploitRemoteService 10.0.191.194'), ('Analyse User1', 'ExploitRemoteService 10.0.191.194'), ('Analyse User1', 'ExploitRemoteService 10.0.241.154'), ('Analyse Enterprise1', 'ExploitRemoteService 10.0.191.194'), ('Analyse User1', 'ExploitRemoteService 10.0.241.154'), ('Analyse Enterprise1', 'ExploitRemoteService 10.0.191.194'), ('Restore User2', 'PrivilegeEscalate User2'), ('Analyse User1', 'ExploitRemoteService 10.0.191.194'), ('Analyse User1', 'ExploitRemoteService 10.0.241.154'), ('Analyse Enterprise1', 'ExploitRemoteService 10.0.241.157'), ('Analyse User1', 'ExploitRemoteService 10.0.241.154'), ('Restore Enterprise1', 'PrivilegeEscalate Enterprise1')], total reward: -5.800000000000001
actions: [('DecoyFemitter User2', 'DiscoverRemoteSystems 10.0.241.128/28'), ('DecoyTomcat User2', 'DiscoverNetworkServices 10.0.241.132'), ('DecoyHarakaSMPT Enterprise0', 'DiscoverNetworkServices 10.0.241.135'), ('DecoyTomcat Enterprise0', 'DiscoverNetworkServices 10.0.241.133'), ('DecoyFemitter Enterprise1', 'DiscoverNetworkServices 10.0.241.136'), ('DecoyVsftpd Enterprise0', 'DiscoverNetworkServices 10.0.241.139'), ('DecoyApache Enterprise0', 'PrivilegeEscalate User0'), ('DecoyFemitter Enterprise2', 'ExploitRemoteService 10.0.241.139'), ('Remove Enterprise1', 'PrivilegeEscalate User3'), ('Analyse User4', 'DiscoverNetworkServices 10.0.232.215'), ('Restore User3', 'ExploitRemoteService 10.0.241.135'), ('Analyse User4', 'PrivilegeEscalate User4'), ('Restore User4', 'ExploitRemoteService 10.0.241.136'), ('Analyse User1', 'ExploitRemoteService 10.0.241.133'), ('Remove Enterprise1', 'PrivilegeEscalate User1'), ('Restore User1', 'DiscoverNetworkServices 10.0.232.214'), ('Analyse Enterprise1', 'ExploitRemoteService 10.0.232.215'), ('Analyse User1', 'ExploitRemoteService 10.0.241.132'), ('Analyse User1', 'ExploitRemoteService 10.0.232.214'), ('Analyse Enterprise1', 'ExploitRemoteService 10.0.241.132'), ('Analyse User1', 'ExploitRemoteService 10.0.241.132'), ('Analyse User1', 'ExploitRemoteService 10.0.232.215'), ('Analyse User1', 'ExploitRemoteService 10.0.232.215'), ('Analyse User1', 'ExploitRemoteService 10.0.241.132'), ('Analyse User1', 'ExploitRemoteService 10.0.232.215'), ('Analyse User1', 'ExploitRemoteService 10.0.232.215'), ('Analyse User1', 'ExploitRemoteService 10.0.241.132'), ('Analyse User1', 'ExploitRemoteService 10.0.232.214'), ('Analyse Enterprise1', 'ExploitRemoteService 10.0.232.214'), ('Analyse Enterprise1', 'ExploitRemoteService 10.0.232.215')], total reward: -3.7
actions: [('DecoyFemitter User2', 'DiscoverRemoteSystems 10.0.50.160/28'), ('DecoyTomcat User2', 'DiscoverNetworkServices 10.0.50.171'), ('DecoyHarakaSMPT Enterprise0', 'DiscoverNetworkServices 10.0.50.173'), ('DecoyFemitter Enterprise1', 'DiscoverNetworkServices 10.0.50.163'), ('DecoyTomcat Enterprise0', 'DiscoverNetworkServices 10.0.50.172'), ('DecoyVsftpd Enterprise0', 'DiscoverNetworkServices 10.0.50.174'), ('DecoyApache Enterprise0', 'PrivilegeEscalate User0'), ('DecoyFemitter Enterprise2', 'ExploitRemoteService 10.0.50.174'), ('Remove Enterprise1', 'PrivilegeEscalate User1'), ('Remove Enterprise1', 'DiscoverNetworkServices 10.0.88.21'), ('Restore User1', 'ExploitRemoteService 10.0.88.21'), ('Analyse Enterprise1', 'ExploitRemoteService 10.0.50.173'), ('Analyse Enterprise1', 'PrivilegeEscalate User3'), ('Restore User3', 'DiscoverNetworkServices 10.0.88.28'), ('Analyse User4', 'ExploitRemoteService 10.0.88.21'), ('Restore Enterprise1', 'PrivilegeEscalate Enterprise1'), ('Analyse User1', 'ExploitRemoteService 10.0.50.172'), ('Analyse User4', 'PrivilegeEscalate User4'), ('Restore User4', 'ExploitRemoteService 10.0.50.163'), ('DecoyFemitter Enterprise1', 'ExploitRemoteService 10.0.50.163'), ('Remove Enterprise1', 'ExploitRemoteService 10.0.50.163'), ('Remove Enterprise1', 'ExploitRemoteService 10.0.50.171'), ('Analyse User1', 'ExploitRemoteService 10.0.88.28'), ('Analyse User1', 'ExploitRemoteService 10.0.88.21'), ('Analyse Enterprise1', 'ExploitRemoteService 10.0.50.163'), ('Analyse User1', 'ExploitRemoteService 10.0.50.163'), ('Analyse User1', 'ExploitRemoteService 10.0.50.163'), ('Analyse User1', 'ExploitRemoteService 10.0.88.21'), ('Analyse Enterprise1', 'ExploitRemoteService 10.0.88.28'), ('Analyse User1', 'ExploitRemoteService 10.0.88.28')], total reward: -4.7
actions: [('DecoyFemitter User2', 'DiscoverRemoteSystems 10.0.4.96/28'), ('DecoyTomcat User2', 'DiscoverNetworkServices 10.0.4.100'), ('DecoyHarakaSMPT Enterprise0', 'DiscoverNetworkServices 10.0.4.108'), ('DecoyFemitter Enterprise1', 'DiscoverNetworkServices 10.0.4.105'), ('DecoyTomcat Enterprise0', 'DiscoverNetworkServices 10.0.4.99'), ('DecoyVsftpd Enterprise0', 'DiscoverNetworkServices 10.0.4.107'), ('DecoyApache Enterprise0', 'PrivilegeEscalate User0'), ('DecoyFemitter Enterprise2', 'ExploitRemoteService 10.0.4.99'), ('Remove Enterprise1', 'PrivilegeEscalate User4'), ('Analyse Enterprise1', 'DiscoverNetworkServices 10.0.25.150'), ('Restore User4', 'ExploitRemoteService 10.0.4.100'), ('Analyse Enterprise2', 'PrivilegeEscalate User3'), ('Restore User3', 'ExploitRemoteService 10.0.4.108'), ('Remove Enterprise1', 'ExploitRemoteService 10.0.4.107'), ('Remove Enterprise1', 'PrivilegeEscalate User1'), ('Remove Enterprise1', 'DiscoverNetworkServices 10.0.25.146'), ('Restore User1', 'ExploitRemoteService 10.0.4.108'), ('Remove Enterprise1', 'ExploitRemoteService 10.0.4.108'), ('Remove Enterprise1', 'ExploitRemoteService 10.0.4.108'), ('Remove Enterprise1', 'ExploitRemoteService 10.0.4.108'), ('DecoyVsftpd User4', 'PrivilegeEscalate User2'), ('Restore User2', 'ExploitRemoteService 10.0.25.146'), ('Analyse Enterprise1', 'ExploitRemoteService 10.0.25.150'), ('Analyse User4', 'ExploitRemoteService 10.0.25.146'), ('Restore Enterprise1', 'PrivilegeEscalate Enterprise1'), ('Analyse User1', 'ExploitRemoteService 10.0.4.105'), ('Analyse User4', 'ExploitRemoteService 10.0.25.150'), ('Analyse User1', 'ExploitRemoteService 10.0.25.146'), ('Analyse User1', 'ExploitRemoteService 10.0.25.150'), ('Restore Enterprise0', 'PrivilegeEscalate Enterprise0')], total reward: -7.0
actions: [('DecoyFemitter User2', 'DiscoverRemoteSystems 10.0.209.0/28'), ('DecoyTomcat User2', 'DiscoverNetworkServices 10.0.209.3'), ('DecoyHarakaSMPT Enterprise0', 'DiscoverNetworkServices 10.0.209.1'), ('DecoyFemitter Enterprise1', 'DiscoverNetworkServices 10.0.209.5'), ('DecoyTomcat Enterprise0', 'DiscoverNetworkServices 10.0.209.2'), ('DecoyVsftpd Enterprise0', 'DiscoverNetworkServices 10.0.209.14'), ('DecoyApache Enterprise0', 'PrivilegeEscalate User0'), ('DecoyFemitter Enterprise2', 'ExploitRemoteService 10.0.209.2'), ('Remove Enterprise1', 'PrivilegeEscalate User4'), ('Analyse Enterprise1', 'DiscoverNetworkServices 10.0.54.84'), ('Restore User4', 'ExploitRemoteService 10.0.209.14'), ('Remove Enterprise1', 'ExploitRemoteService 10.0.54.84'), ('Analyse User1', 'ExploitRemoteService 10.0.54.84'), ('Restore Enterprise0', 'PrivilegeEscalate Enterprise0'), ('Analyse User1', 'ExploitRemoteService 10.0.209.1'), ('Analyse User1', 'ExploitRemoteService 10.0.209.14'), ('Remove Enterprise1', 'ExploitRemoteService 10.0.209.14'), ('Remove Enterprise1', 'ExploitRemoteService 10.0.209.3'), ('DecoyHarakaSMPT Enterprise0', 'PrivilegeEscalate User3'), ('Restore User3', 'ExploitRemoteService 10.0.54.84'), ('Analyse User1', 'ExploitRemoteService 10.0.54.84'), ('Analyse User1', 'ExploitRemoteService 10.0.54.84'), ('Analyse User1', 'ExploitRemoteService 10.0.209.5'), ('Remove Enterprise1', 'PrivilegeEscalate User1'), ('Restore User1', 'DiscoverNetworkServices 10.0.54.87'), ('Analyse Enterprise1', 'ExploitRemoteService 10.0.54.84'), ('Analyse User1', 'ExploitRemoteService 10.0.209.14'), ('Analyse User1', 'ExploitRemoteService 10.0.54.87'), ('Restore Enterprise1', 'PrivilegeEscalate Enterprise1'), ('Analyse User1', 'ExploitRemoteService 10.0.209.14')], total reward: -5.7
actions: [('DecoyFemitter User2', 'DiscoverRemoteSystems 10.0.236.208/28'), ('DecoyTomcat User2', 'DiscoverNetworkServices 10.0.236.212'), ('DecoyHarakaSMPT Enterprise0', 'DiscoverNetworkServices 10.0.236.217'), ('DecoyTomcat Enterprise0', 'DiscoverNetworkServices 10.0.236.216'), ('DecoyVsftpd Enterprise0', 'DiscoverNetworkServices 10.0.236.218'), ('DecoyFemitter Enterprise1', 'DiscoverNetworkServices 10.0.236.210'), ('DecoyApache Enterprise0', 'PrivilegeEscalate User0'), ('DecoyFemitter Enterprise2', 'ExploitRemoteService 10.0.236.216'), ('Remove Enterprise1', 'ExploitRemoteService 10.0.236.218'), ('Remove Enterprise1', 'PrivilegeEscalate User3'), ('Analyse User4', 'DiscoverNetworkServices 10.0.170.108'), ('Restore User3', 'ExploitRemoteService 10.0.236.216'), ('Remove Enterprise1', 'ExploitRemoteService 10.0.236.216'), ('Remove Enterprise1', 'PrivilegeEscalate User2'), ('Restore User2', 'DiscoverNetworkServices 10.0.170.107'), ('Analyse Enterprise1', 'ExploitRemoteService 10.0.170.107'), ('Analyse Enterprise1', 'ExploitRemoteService 10.0.236.217'), ('Analyse User4', 'PrivilegeEscalate User4'), ('Restore User4', 'ExploitRemoteService 10.0.170.108'), ('Analyse User4', 'ExploitRemoteService 10.0.170.108'), ('Analyse User4', 'ExploitRemoteService 10.0.170.107'), ('Analyse User1', 'ExploitRemoteService 10.0.236.212'), ('Remove Enterprise1', 'PrivilegeEscalate User1'), ('Restore User1', 'ExploitRemoteService 10.0.236.210'), ('Analyse User4', 'ExploitRemoteService 10.0.170.108'), ('Analyse User1', 'ExploitRemoteService 10.0.170.107'), ('Analyse Enterprise1', 'ExploitRemoteService 10.0.170.107'), ('Analyse Enterprise1', 'ExploitRemoteService 10.0.170.108'), ('Analyse User1', 'ExploitRemoteService 10.0.170.107'), ('Analyse Enterprise1', 'ExploitRemoteService 10.0.170.108')], total reward: -4.800000000000001
actions: [('DecoyFemitter User2', 'DiscoverRemoteSystems 10.0.153.176/28'), ('DecoyTomcat User2', 'DiscoverNetworkServices 10.0.153.190'), ('DecoyHarakaSMPT Enterprise0', 'DiscoverNetworkServices 10.0.153.185'), ('DecoyTomcat Enterprise0', 'DiscoverNetworkServices 10.0.153.181'), ('DecoyFemitter Enterprise1', 'DiscoverNetworkServices 10.0.153.188'), ('DecoyVsftpd Enterprise0', 'DiscoverNetworkServices 10.0.153.178'), ('DecoyApache Enterprise0', 'PrivilegeEscalate User0'), ('DecoyFemitter Enterprise2', 'ExploitRemoteService 10.0.153.185'), ('Remove Enterprise1', 'PrivilegeEscalate User1'), ('Remove Enterprise1', 'DiscoverNetworkServices 10.0.218.178'), ('Restore User1', 'ExploitRemoteService 10.0.153.181'), ('Analyse User1', 'ExploitRemoteService 10.0.218.178'), ('Analyse Enterprise1', 'ExploitRemoteService 10.0.153.190'), ('Analyse User4', 'PrivilegeEscalate User4'), ('Restore User4', 'DiscoverNetworkServices 10.0.218.186'), ('Analyse User1', 'ExploitRemoteService 10.0.153.178'), ('Analyse Enterprise1', 'PrivilegeEscalate User3'), ('Restore User3', 'ExploitRemoteService 10.0.218.178'), ('Restore Enterprise1', 'PrivilegeEscalate Enterprise1'), ('Analyse User1', 'ExploitRemoteService 10.0.218.186'), ('Analyse User1', 'ExploitRemoteService 10.0.218.186'), ('Analyse User1', 'ExploitRemoteService 10.0.153.188'), ('Analyse User1', 'ExploitRemoteService 10.0.153.188'), ('Analyse User1', 'ExploitRemoteService 10.0.218.186'), ('Restore Enterprise0', 'PrivilegeEscalate Enterprise0'), ('Analyse User1', 'ExploitRemoteService 10.0.218.186'), ('Analyse User1', 'ExploitRemoteService 10.0.218.186'), ('Restore Enterprise0', 'PrivilegeEscalate Enterprise0'), ('Analyse User1', 'ExploitRemoteService 10.0.153.188'), ('Analyse User1', 'ExploitRemoteService 10.0.218.186')], total reward: -6.7
actions: [('DecoyFemitter User2', 'DiscoverRemoteSystems 10.0.33.0/28'), ('DecoyTomcat User2', 'DiscoverNetworkServices 10.0.33.2'), ('DecoyHarakaSMPT Enterprise0', 'DiscoverNetworkServices 10.0.33.6'), ('DecoyFemitter Enterprise1', 'DiscoverNetworkServices 10.0.33.12'), ('DecoyTomcat Enterprise0', 'DiscoverNetworkServices 10.0.33.8'), ('DecoyVsftpd Enterprise0', 'DiscoverNetworkServices 10.0.33.4'), ('DecoyApache Enterprise0', 'PrivilegeEscalate User0'), ('DecoyFemitter Enterprise2', 'ExploitRemoteService 10.0.33.4'), ('Remove Enterprise1', 'PrivilegeEscalate User4'), ('Analyse Enterprise1', 'DiscoverNetworkServices 10.0.103.18'), ('Restore User4', 'ExploitRemoteService 10.0.103.18'), ('Analyse User1', 'ExploitRemoteService 10.0.33.2'), ('Analyse Enterprise2', 'PrivilegeEscalate User3'), ('Restore User3', 'ExploitRemoteService 10.0.33.12'), ('Remove Enterprise1', 'PrivilegeEscalate User1'), ('Restore User1', 'DiscoverNetworkServices 10.0.103.24'), ('Analyse Enterprise1', 'ExploitRemoteService 10.0.103.18'), ('Analyse User4', 'ExploitRemoteService 10.0.33.8'), ('Remove Enterprise1', 'ExploitRemoteService 10.0.33.6'), ('Analyse User1', 'ExploitRemoteService 10.0.103.24'), ('Restore Enterprise1', 'PrivilegeEscalate Enterprise1'), ('Analyse User1', 'ExploitRemoteService 10.0.33.8'), ('Analyse User1', 'ExploitRemoteService 10.0.103.18'), ('Analyse User1', 'ExploitRemoteService 10.0.33.8'), ('Analyse User1', 'ExploitRemoteService 10.0.103.24'), ('Restore Enterprise1', 'PrivilegeEscalate Enterprise1'), ('Analyse User1', 'ExploitRemoteService 10.0.103.24'), ('Analyse User1', 'ExploitRemoteService 10.0.33.8'), ('Analyse User1', 'ExploitRemoteService 10.0.103.18'), ('Analyse User1', 'ExploitRemoteService 10.0.103.24')], total reward: -5.5
actions: [('DecoyFemitter User2', 'DiscoverRemoteSystems 10.0.188.112/28'), ('DecoyTomcat User2', 'DiscoverNetworkServices 10.0.188.113'), ('DecoyHarakaSMPT Enterprise0', 'DiscoverNetworkServices 10.0.188.119'), ('DecoyFemitter Enterprise1', 'DiscoverNetworkServices 10.0.188.126'), ('DecoyTomcat Enterprise0', 'DiscoverNetworkServices 10.0.188.120'), ('DecoyVsftpd Enterprise0', 'DiscoverNetworkServices 10.0.188.114'), ('DecoyApache Enterprise0', 'PrivilegeEscalate User0'), ('DecoyFemitter Enterprise2', 'ExploitRemoteService 10.0.188.114'), ('Remove Enterprise1', 'ExploitRemoteService 10.0.188.119'), ('Remove Enterprise1', 'PrivilegeEscalate User3'), ('Analyse User4', 'DiscoverNetworkServices 10.0.87.19'), ('Restore User3', 'ExploitRemoteService 10.0.188.114'), ('Remove Enterprise1', 'ExploitRemoteService 10.0.188.113'), ('Analyse User1', 'ExploitRemoteService 10.0.188.120'), ('Analyse User4', 'PrivilegeEscalate User4'), ('Restore User4', 'ExploitRemoteService 10.0.188.114'), ('Remove Enterprise1', 'ExploitRemoteService 10.0.87.19'), ('Analyse User1', 'ExploitRemoteService 10.0.188.126'), ('Remove Enterprise1', 'PrivilegeEscalate User1'), ('Restore User1', 'DiscoverNetworkServices 10.0.87.25'), ('Analyse Enterprise1', 'ExploitRemoteService 10.0.87.19'), ('Analyse User1', 'ExploitRemoteService 10.0.188.114'), ('Analyse User1', 'ExploitRemoteService 10.0.188.114'), ('Analyse User1', 'ExploitRemoteService 10.0.87.19'), ('Analyse User1', 'ExploitRemoteService 10.0.188.114'), ('Analyse User1', 'ExploitRemoteService 10.0.87.25'), ('Restore Enterprise1', 'PrivilegeEscalate Enterprise1'), ('Analyse User1', 'ExploitRemoteService 10.0.188.114'), ('Analyse User1', 'ExploitRemoteService 10.0.188.114'), ('Restore User2', 'PrivilegeEscalate User2')], total reward: -5.699999999999999
actions: [('DecoyFemitter User2', 'DiscoverRemoteSystems 10.0.215.128/28'), ('DecoyTomcat User2', 'DiscoverNetworkServices 10.0.215.129'), ('DecoyHarakaSMPT Enterprise0', 'DiscoverNetworkServices 10.0.215.134'), ('DecoyFemitter Enterprise1', 'DiscoverNetworkServices 10.0.215.140'), ('DecoyTomcat Enterprise0', 'DiscoverNetworkServices 10.0.215.137'), ('DecoyVsftpd Enterprise0', 'DiscoverNetworkServices 10.0.215.139'), ('DecoyApache Enterprise0', 'PrivilegeEscalate User0'), ('DecoyFemitter Enterprise2', 'ExploitRemoteService 10.0.215.129'), ('Remove Enterprise1', 'PrivilegeEscalate User4'), ('Remove Enterprise1', 'DiscoverNetworkServices 10.0.181.246'), ('Restore User4', 'ExploitRemoteService 10.0.181.246'), ('Analyse User1', 'ExploitRemoteService 10.0.215.137'), ('Analyse User1', 'ExploitRemoteService 10.0.181.246'), ('Analyse User1', 'ExploitRemoteService 10.0.181.246'), ('Analyse User1', 'ExploitRemoteService 10.0.215.139'), ('Analyse Enterprise2', 'PrivilegeEscalate User3'), ('Restore User3', 'ExploitRemoteService 10.0.215.140'), ('Remove Enterprise1', 'PrivilegeEscalate User1'), ('Restore User1', 'DiscoverNetworkServices 10.0.181.244'), ('Analyse Enterprise1', 'ExploitRemoteService 10.0.181.246'), ('Analyse User1', 'ExploitRemoteService 10.0.215.134'), ('Restore User2', 'PrivilegeEscalate User2'), ('Analyse User1', 'ExploitRemoteService 10.0.181.246'), ('Analyse User1', 'ExploitRemoteService 10.0.181.244'), ('Analyse User1', 'ExploitRemoteService 10.0.215.134'), ('Analyse User1', 'ExploitRemoteService 10.0.181.246'), ('Analyse User1', 'ExploitRemoteService 10.0.215.134'), ('Analyse User1', 'ExploitRemoteService 10.0.181.244'), ('Analyse Enterprise1', 'ExploitRemoteService 10.0.181.246'), ('Analyse User1', 'ExploitRemoteService 10.0.181.244')], total reward: -4.7
actions: [('DecoyFemitter User2', 'DiscoverRemoteSystems 10.0.133.160/28'), ('DecoyTomcat User2', 'DiscoverNetworkServices 10.0.133.162'), ('DecoyHarakaSMPT Enterprise0', 'DiscoverNetworkServices 10.0.133.165'), ('DecoyFemitter Enterprise1', 'DiscoverNetworkServices 10.0.133.164'), ('DecoyTomcat Enterprise0', 'DiscoverNetworkServices 10.0.133.161'), ('DecoyVsftpd Enterprise0', 'DiscoverNetworkServices 10.0.133.168'), ('DecoyApache Enterprise0', 'PrivilegeEscalate User0'), ('DecoyFemitter Enterprise2', 'ExploitRemoteService 10.0.133.165'), ('Remove Enterprise1', 'ExploitRemoteService 10.0.133.164'), ('Remove Enterprise1', 'PrivilegeEscalate User1'), ('Remove Enterprise1', 'DiscoverNetworkServices 10.0.30.218'), ('Restore User1', 'ExploitRemoteService 10.0.133.162'), ('Analyse User1', 'ExploitRemoteService 10.0.30.218'), ('Analyse Enterprise1', 'ExploitRemoteService 10.0.133.168'), ('Remove Enterprise1', 'PrivilegeEscalate User4'), ('Remove Enterprise1', 'DiscoverNetworkServices 10.0.30.212'), ('Analyse User1', 'ExploitRemoteService 10.0.30.218'), ('Analyse Enterprise1', 'ExploitRemoteService 10.0.30.218'), ('Analyse Enterprise1', 'ExploitRemoteService 10.0.30.218'), ('Analyse Enterprise1', 'ExploitRemoteService 10.0.30.218'), ('Analyse Enterprise1', 'ExploitRemoteService 10.0.30.212'), ('Analyse User1', 'ExploitRemoteService 10.0.30.218'), ('Analyse Enterprise1', 'ExploitRemoteService 10.0.133.161'), ('Analyse Enterprise1', 'PrivilegeEscalate User3'), ('Restore User3', 'ExploitRemoteService 10.0.30.218'), ('Analyse Enterprise1', 'ExploitRemoteService 10.0.30.218'), ('Analyse Enterprise1', 'ExploitRemoteService 10.0.133.165'), ('Analyse User1', 'ExploitRemoteService 10.0.133.165'), ('Analyse User1', 'ExploitRemoteService 10.0.30.212'), ('Analyse User1', 'ExploitRemoteService 10.0.30.218')], total reward: -4.1000000000000005
actions: [('DecoyFemitter User2', 'DiscoverRemoteSystems 10.0.122.96/28'), ('DecoyTomcat User2', 'DiscoverNetworkServices 10.0.122.102'), ('DecoyHarakaSMPT Enterprise0', 'DiscoverNetworkServices 10.0.122.110'), ('DecoyFemitter Enterprise1', 'DiscoverNetworkServices 10.0.122.107'), ('DecoyTomcat Enterprise0', 'DiscoverNetworkServices 10.0.122.108'), ('DecoyVsftpd Enterprise0', 'DiscoverNetworkServices 10.0.122.106'), ('DecoyApache Enterprise0', 'PrivilegeEscalate User0'), ('DecoyFemitter Enterprise2', 'ExploitRemoteService 10.0.122.110'), ('Remove Enterprise1', 'ExploitRemoteService 10.0.122.108'), ('Remove Enterprise1', 'PrivilegeEscalate User3'), ('Analyse User4', 'DiscoverNetworkServices 10.0.14.149'), ('Restore User3', 'ExploitRemoteService 10.0.122.102'), ('Remove Enterprise1', 'PrivilegeEscalate User1'), ('Restore User1', 'DiscoverNetworkServices 10.0.14.153'), ('Analyse Enterprise1', 'ExploitRemoteService 10.0.14.149'), ('Analyse User1', 'ExploitRemoteService 10.0.122.106'), ('Analyse User4', 'PrivilegeEscalate User4'), ('Restore User4', 'ExploitRemoteService 10.0.14.149'), ('Analyse User1', 'ExploitRemoteService 10.0.122.107'), ('Analyse User1', 'ExploitRemoteService 10.0.14.149'), ('Analyse User1', 'ExploitRemoteService 10.0.14.153'), ('Analyse Enterprise1', 'ExploitRemoteService 10.0.122.107'), ('Analyse User1', 'ExploitRemoteService 10.0.14.149'), ('Analyse User1', 'ExploitRemoteService 10.0.14.149'), ('Analyse User1', 'ExploitRemoteService 10.0.14.153'), ('Analyse Enterprise1', 'ExploitRemoteService 10.0.122.107'), ('Analyse User1', 'ExploitRemoteService 10.0.14.153'), ('Analyse Enterprise1', 'ExploitRemoteService 10.0.122.107'), ('Analyse User1', 'ExploitRemoteService 10.0.14.153'), ('Analyse Enterprise1', 'ExploitRemoteService 10.0.122.107')], total reward: -3.5
actions: [('DecoyFemitter User2', 'DiscoverRemoteSystems 10.0.21.16/28'), ('DecoyTomcat User2', 'DiscoverNetworkServices 10.0.21.28'), ('DecoyHarakaSMPT Enterprise0', 'DiscoverNetworkServices 10.0.21.27'), ('DecoyFemitter Enterprise1', 'DiscoverNetworkServices 10.0.21.20'), ('DecoyTomcat Enterprise0', 'DiscoverNetworkServices 10.0.21.30'), ('DecoyVsftpd Enterprise0', 'DiscoverNetworkServices 10.0.21.22'), ('DecoyApache Enterprise0', 'PrivilegeEscalate User0'), ('DecoyFemitter Enterprise2', 'ExploitRemoteService 10.0.21.22'), ('Remove Enterprise1', 'PrivilegeEscalate User4'), ('Analyse Enterprise1', 'DiscoverNetworkServices 10.0.15.76'), ('Restore User4', 'ExploitRemoteService 10.0.15.76'), ('Analyse User1', 'ExploitRemoteService 10.0.21.30'), ('Remove Enterprise1', 'PrivilegeEscalate User1'), ('Restore User1', 'DiscoverNetworkServices 10.0.15.78'), ('Analyse Enterprise1', 'ExploitRemoteService 10.0.21.27'), ('Analyse Enterprise1', 'PrivilegeEscalate User3'), ('Restore User3', 'ExploitRemoteService 10.0.15.76'), ('Analyse User4', 'ExploitRemoteService 10.0.15.76'), ('Analyse User4', 'ExploitRemoteService 10.0.15.78'), ('Restore Enterprise1', 'PrivilegeEscalate Enterprise1'), ('Analyse User1', 'ExploitRemoteService 10.0.21.20'), ('DecoyFemitter Enterprise1', 'ExploitRemoteService 10.0.21.20'), ('Remove Enterprise1', 'ExploitRemoteService 10.0.21.20'), ('Remove Enterprise1', 'ExploitRemoteService 10.0.15.78'), ('Analyse Enterprise1', 'ExploitRemoteService 10.0.15.78'), ('Analyse Enterprise1', 'ExploitRemoteService 10.0.15.76'), ('Analyse User4', 'ExploitRemoteService 10.0.15.78'), ('Analyse Enterprise1', 'ExploitRemoteService 10.0.15.76'), ('Analyse User4', 'ExploitRemoteService 10.0.21.28'), ('Analyse User4', 'ExploitRemoteService 10.0.21.20')], total reward: -5.7
