steps: 30, adversary: B_lineAgent, mean: -4.4346, standard deviation 2.402310124428968
actions: [('DecoyFemitter User2', 'DiscoverRemoteSystems 10.0.214.176/28'), ('DecoyTomcat User2', 'DiscoverNetworkServices 10.0.214.187'), ('DecoyHarakaSMPT Enterprise0', 'ExploitRemoteService 10.0.214.187'), ('DecoyFemitter Enterprise1', 'PrivilegeEscalate User1'), ('Analyse User2', 'DiscoverNetworkServices 10.0.120.158'), ('DecoyFemitter Enterprise2', 'ExploitRemoteService 10.0.120.158'), ('Analyse Enterprise1', 'ExploitRemoteService 10.0.214.187'), ('Analyse Enterprise1', 'PrivilegeEscalate User1'), ('Analyse Enterprise1', 'DiscoverNetworkServices 10.0.120.158'), ('Analyse Enterprise1', 'ExploitRemoteService 10.0.120.158'), ('Analyse Enterprise1', 'ExploitRemoteService 10.0.214.187'), ('Analyse Enterprise1', 'PrivilegeEscalate User1'), ('Analyse Enterprise1', 'DiscoverNetworkServices 10.0.120.158'), ('Analyse Enterprise1', 'ExploitRemoteService 10.0.120.158'), ('Analyse Enterprise1', 'ExploitRemoteService 10.0.214.187'), ('Analyse Enterprise1', 'PrivilegeEscalate User1'), ('Analyse Enterprise1', 'DiscoverNetworkServices 10.0.120.158'), ('Analyse Enterprise1', 'ExploitRemoteService 10.0.120.158'), ('Analyse Enterprise1', 'ExploitRemoteService 10.0.214.187'), ('Analyse Enterprise1', 'PrivilegeEscalate User1'), ('Analyse Enterprise1', 'DiscoverNetworkServices 10.0.120.158'), ('Analyse Enterprise1', 'ExploitRemoteService 10.0.120.158'), ('Analyse Enterprise1', 'PrivilegeEscalate Enterprise1'), ('Restore Enterprise1', 'DiscoverRemoteSystems 10.0.120.144/28'), ('Analyse Enterprise1', 'DiscoverNetworkServices 10.0.120.155'), ('Analyse Enterprise1', 'ExploitRemoteService 10.0.120.155'), ('Analyse Enterprise1', 'ExploitRemoteService 10.0.120.158'), ('Analyse Enterprise1', 'PrivilegeEscalate Enterprise1'), ('Restore Enterprise1', 'DiscoverRemoteSystems 10.0.120.144/28'), ('DecoyFemitter Enterprise1', 'DiscoverNetworkServices 10.0.120.155')], total reward: -6.799999999999999
actions: [('DecoyFemitter User2', 'DiscoverRemoteSystems 10.0.120.48/28'), ('DecoyTomcat User2', 'DiscoverNetworkServices 10.0.120.56'), ('DecoyHarakaSMPT Enterprise0', 'ExploitRemoteService 10.0.120.56'), ('DecoyFemitter Enterprise1', 'ExploitRemoteService 10.0.120.56'), ('Analyse User2', 'ExploitRemoteService 10.0.120.56'), ('Analyse User2', 'ExploitRemoteService 10.0.120.56'), ('Analyse User2', 'ExploitRemoteService 10.0.120.56'), ('Analyse User2', 'PrivilegeEscalate User2'), ('Analyse User2', 'DiscoverNetworkServices 10.0.188.73'), ('Analyse Enterprise1', 'ExploitRemoteService 10.0.188.73'), ('Analyse Enterprise1', 'ExploitRemoteService 10.0.120.56'), ('Analyse Enterprise1', 'ExploitRemoteService 10.0.120.56'), ('Analyse User2', 'PrivilegeEscalate User2'), ('Analyse Enterprise1', 'DiscoverNetworkServices 10.0.188.73'), ('Analyse Enterprise1', 'ExploitRemoteService 10.0.188.73'), ('Analyse Enterprise1', 'ExploitRemoteService 10.0.120.56'), ('Analyse Enterprise1', 'ExploitRemoteService 10.0.120.56'), ('Analyse User2', 'PrivilegeEscalate User2'), ('Analyse Enterprise1', 'DiscoverNetworkServices 10.0.188.73'), ('Analyse Enterprise1', 'ExploitRemoteService 10.0.188.73'), ('Analyse Enterprise1', 'ExploitRemoteService 10.0.120.56'), ('Analyse Enterprise1', 'ExploitRemoteService 10.0.120.56'), ('Analyse Enterprise1', 'ExploitRemoteService 10.0.120.56'), ('Analyse Enterprise1', 'ExploitRemoteService 10.0.120.56'), ('Analyse User2', 'PrivilegeEscalate User2'), ('Analyse Enterprise1', 'DiscoverNetworkServices 10.0.188.73'), ('Analyse Enterprise1', 'ExploitRemoteService 10.0.188.73'), ('DecoyFemitter Enterprise2', 'PrivilegeEscalate Enterprise1'), ('Restore Enterprise1', 'DiscoverRemoteSystems 10.0.188.64/28'), ('Analyse Enterprise1', 'DiscoverNetworkServices 10.0.188.76')], total reward: -5.4
actions: [('DecoyFemitter User2', 'DiscoverRemoteSystems 10.0.55.48/28'), ('DecoyTomcat User2', 'DiscoverNetworkServices 10.0.55.49'), ('DecoyHarakaSMPT Enterprise0', 'ExploitRemoteService 10.0.55.49'), ('DecoyTomcat Enterprise0', 'PrivilegeEscalate User4'), ('DecoyVsftpd Enterprise0', 'DiscoverNetworkServices 10.0.189.100'), ('DecoyFemitter Enterprise2', 'ExploitRemoteService 10.0.189.100'), ('DecoyVsftpd User3', 'ExploitRemoteService 10.0.55.49'), ('Analyse User1', 'PrivilegeEscalate User4'), ('DecoySSHD User3', 'DiscoverNetworkServices 10.0.189.100'), ('Analyse Enterprise1', 'ExploitRemoteService 10.0.189.100'), ('Analyse Enterprise1', 'PrivilegeEscalate Enterprise0'), ('Restore Enterprise0', 'DiscoverRemoteSystems 10.0.189.96/28'), ('Analyse User2', 'DiscoverNetworkServices 10.0.189.110'), ('Analyse User1', 'ExploitRemoteService 10.0.189.110'), ('Analyse User1', 'ExploitRemoteService 10.0.189.100'), ('DecoyHarakaSMPT Enterprise0', 'ExploitRemoteService 10.0.55.49'), ('DecoyTomcat Enterprise0', 'PrivilegeEscalate User4'), ('DecoyVsftpd Enterprise0', 'DiscoverNetworkServices 10.0.189.100'), ('Analyse Enterprise1', 'ExploitRemoteService 10.0.189.100'), ('Analyse Enterprise1', 'ExploitRemoteService 10.0.55.49'), ('Remove User4', 'PrivilegeEscalate User4'), ('Analyse User1', 'DiscoverNetworkServices 10.0.189.100'), ('Analyse Enterprise1', 'ExploitRemoteService 10.0.189.100'), ('Analyse Enterprise1', 'ExploitRemoteService 10.0.55.49'), ('DecoyApache Enterprise0', 'PrivilegeEscalate User4'), ('Remove User4', 'DiscoverNetworkServices 10.0.189.100'), ('Analyse Enterprise1', 'ExploitRemoteService 10.0.189.100'), ('Analyse Enterprise1', 'ExploitRemoteService 10.0.55.49'), ('Remove User4', 'PrivilegeEscalate User4'), ('Analyse User1', 'DiscoverNetworkServices 10.0.189.100')], total reward: -4.699999999999998
actions: [('DecoyFemitter User2', 'DiscoverRemoteSystems 10.0.229.192/28'), ('DecoyTomcat User2', 'DiscoverNetworkServices 10.0.229.198'), ('DecoyHarakaSMPT Enterprise0', 'ExploitRemoteService 10.0.229.198'), ('DecoyTomcat Enterprise0', 'ExploitRemoteService 10.0.229.198'), ('DecoyVsftpd Enterprise0', 'PrivilegeEscalate User3'), ('DecoyApache Enterprise0', 'DiscoverNetworkServices 10.0.4.151'), ('DecoyFemitter Enterprise2', 'ExploitRemoteService 10.0.4.151'), ('Analyse Enterprise1', 'ExploitRemoteService 10.0.229.198'), ('Analyse User1', 'PrivilegeEscalate User3'), ('Remove User4', 'DiscoverNetworkServices 10.0.4.151'), ('Analyse Enterprise1', 'ExploitRemoteService 10.0.4.151'), ('Analyse Enterprise1', 'ExploitRemoteService 10.0.229.198'), ('Remove User4', 'PrivilegeEscalate User3'), ('Remove User4', 'DiscoverNetworkServices 10.0.4.151'), ('Analyse Enterprise1', 'ExploitRemoteService 10.0.4.151'), ('Analyse Enterprise1', 'ExploitRemoteService 10.0.229.198'), ('Analyse User1', 'PrivilegeEscalate User3'), ('Remove User4', 'DiscoverNetworkServices 10.0.4.151'), ('Analyse Enterprise1', 'ExploitRemoteService 10.0.4.151'), ('Analyse Enterprise1', 'ExploitRemoteService 10.0.229.198'), ('Analyse User1', 'PrivilegeEscalate User3'), ('Remove User4', 'DiscoverNetworkServices 10.0.4.151'), ('Analyse Enterprise1', 'ExploitRemoteService 10.0.4.151'), ('Analyse Enterprise1', 'ExploitRemoteService 10.0.229.198'), ('Remove User4', 'PrivilegeEscalate User3'), ('Remove User4', 'DiscoverNetworkServices 10.0.4.151'), ('Analyse Enterprise1', 'ExploitRemoteService 10.0.4.151'), ('Analyse Enterprise1', 'ExploitRemoteService 10.0.229.198'), ('Analyse User1', 'PrivilegeEscalate User3'), ('Remove User4', 'DiscoverNetworkServices 10.0.4.151')], total reward: -2.600000000000001
actions: [('DecoyFemitter User2', 'DiscoverRemoteSystems 10.0.120.32/28'), ('DecoyTomcat User2', 'DiscoverNetworkServices 10.0.120.38'), ('DecoyHarakaSMPT Enterprise0', 'ExploitRemoteService 10.0.120.38'), ('DecoyFemitter Enterprise1', 'PrivilegeEscalate User1'), ('Analyse User2', 'DiscoverNetworkServices 10.0.237.14'), ('DecoyFemitter Enterprise2', 'ExploitRemoteService 10.0.237.14'), ('Analyse Enterprise1', 'ExploitRemoteService 10.0.120.38'), ('Analyse Enterprise1', 'PrivilegeEscalate User1'), ('Analyse Enterprise1', 'DiscoverNetworkServices 10.0.237.14'), ('Analyse Enterprise1', 'ExploitRemoteService 10.0.237.14'), ('Analyse Enterprise1', 'PrivilegeEscalate Enterprise1'), ('Restore Enterprise1', 'DiscoverRemoteSystems 10.0.237.0/28'), ('Analyse Enterprise1', 'DiscoverNetworkServices 10.0.237.2'), ('Analyse Enterprise1', 'ExploitRemoteService 10.0.237.2'), ('Analyse Enterprise1', 'ExploitRemoteService 10.0.237.14'), ('DecoyFemitter Enterprise1', 'ExploitRemoteService 10.0.120.38'), ('Analyse User2', 'PrivilegeEscalate User1'), ('Analyse User2', 'DiscoverNetworkServices 10.0.237.14'), ('Analyse Enterprise1', 'ExploitRemoteService 10.0.237.14'), ('Analyse Enterprise1', 'ExploitRemoteService 10.0.120.38'), ('Analyse User2', 'PrivilegeEscalate User1'), ('Analyse Enterprise1', 'DiscoverNetworkServices 10.0.237.14'), ('Analyse Enterprise1', 'ExploitRemoteService 10.0.237.14'), ('Analyse Enterprise1', 'ExploitRemoteService 10.0.120.38'), ('Analyse User2', 'PrivilegeEscalate User1'), ('Analyse Enterprise1', 'DiscoverNetworkServices 10.0.237.14'), ('Analyse Enterprise1', 'ExploitRemoteService 10.0.237.14'), ('Analyse Enterprise1', 'ExploitRemoteService 10.0.120.38'), ('Analyse User2', 'PrivilegeEscalate User1'), ('Analyse Enterprise1', 'DiscoverNetworkServices 10.0.237.14')], total reward: -5.799999999999994
actions: [('DecoyFemitter User2', 'DiscoverRemoteSystems 10.0.231.240/28'), ('DecoyTomcat User2', 'DiscoverNetworkServices 10.0.231.251'), ('DecoyHarakaSMPT Enterprise0', 'ExploitRemoteService 10.0.231.251'), ('DecoyTomcat Enterprise0', 'PrivilegeEscalate User4'), ('DecoyVsftpd Enterprise0', 'DiscoverNetworkServices 10.0.241.203'), ('DecoyFemitter Enterprise2', 'ExploitRemoteService 10.0.241.203'), ('DecoyVsftpd User3', 'ExploitRemoteService 10.0.231.251'), ('Analyse User1', 'PrivilegeEscalate User4'), ('DecoySSHD User3', 'DiscoverNetworkServices 10.0.241.203'), ('Analyse Enterprise1', 'ExploitRemoteService 10.0.241.203'), ('Analyse Enterprise1', 'ExploitRemoteService 10.0.231.251'), ('Analyse User1', 'PrivilegeEscalate User4'), ('Analyse User2', 'DiscoverNetworkServices 10.0.241.203'), ('Analyse Enterprise1', 'ExploitRemoteService 10.0.241.203'), ('Analyse Enterprise1', 'ExploitRemoteService 10.0.231.251'), ('Analyse User1', 'PrivilegeEscalate User4'), ('Analyse User2', 'DiscoverNetworkServices 10.0.241.203'), ('Analyse Enterprise1', 'ExploitRemoteService 10.0.241.203'), ('Analyse Enterprise1', 'ExploitRemoteService 10.0.231.251'), ('Analyse User1', 'PrivilegeEscalate User4'), ('Analyse User2', 'DiscoverNetworkServices 10.0.241.203'), ('Analyse Enterprise1', 'ExploitRemoteService 10.0.241.203'), ('Analyse Enterprise1', 'ExploitRemoteService 10.0.231.251'), ('Analyse User1', 'PrivilegeEscalate User4'), ('Analyse User2', 'DiscoverNetworkServices 10.0.241.203'), ('Analyse Enterprise1', 'ExploitRemoteService 10.0.241.203'), ('Analyse Enterprise1', 'ExploitRemoteService 10.0.231.251'), ('Analyse User1', 'PrivilegeEscalate User4'), ('Analyse User2', 'DiscoverNetworkServices 10.0.241.203'), ('Analyse Enterprise1', 'ExploitRemoteService 10.0.241.203')], total reward: -2.800000000000001
actions: [('DecoyFemitter User2', 'DiscoverRemoteSystems 10.0.62.176/28'), ('DecoyTomcat User2', 'DiscoverNetworkServices 10.0.62.182'), ('DecoyHarakaSMPT Enterprise0', 'ExploitRemoteService 10.0.62.182'), ('DecoyFemitter Enterprise1', 'ExploitRemoteService 10.0.62.182'), ('Analyse User2', 'ExploitRemoteService 10.0.62.182'), ('Analyse User2', 'PrivilegeEscalate User2'), ('Analyse User2', 'DiscoverNetworkServices 10.0.21.87'), ('Analyse Enterprise1', 'ExploitRemoteService 10.0.21.87'), ('Analyse Enterprise1', 'ExploitRemoteService 10.0.62.182'), ('Analyse Enterprise1', 'ExploitRemoteService 10.0.62.182'), ('Analyse Enterprise1', 'ExploitRemoteService 10.0.62.182'), ('Analyse Enterprise1', 'ExploitRemoteService 10.0.62.182'), ('Analyse Enterprise1', 'ExploitRemoteService 10.0.62.182'), ('Analyse Enterprise1', 'ExploitRemoteService 10.0.62.182'), ('Analyse User2', 'PrivilegeEscalate User2'), ('Analyse Enterprise1', 'DiscoverNetworkServices 10.0.21.87'), ('Analyse Enterprise1', 'ExploitRemoteService 10.0.21.87'), ('Analyse Enterprise1', 'ExploitRemoteService 10.0.62.182'), ('Analyse Enterprise1', 'PrivilegeEscalate User2'), ('Analyse Enterprise1', 'DiscoverNetworkServices 10.0.21.87'), ('DecoyFemitter Enterprise2', 'ExploitRemoteService 10.0.21.87'), ('Analyse Enterprise1', 'ExploitRemoteService 10.0.62.182'), ('Analyse Enterprise1', 'PrivilegeEscalate User2'), ('Analyse User2', 'DiscoverNetworkServices 10.0.21.87'), ('Analyse Enterprise1', 'ExploitRemoteService 10.0.21.87'), ('Analyse Enterprise1', 'PrivilegeEscalate Enterprise1'), ('Restore Enterprise1', 'DiscoverRemoteSystems 10.0.21.80/28'), ('Analyse Enterprise1', 'DiscoverNetworkServices 10.0.21.86'), ('Analyse Enterprise1', 'ExploitRemoteService 10.0.21.86'), ('Analyse Enterprise1', 'ExploitRemoteService 10.0.21.87')], total reward: -4.6
actions: [('DecoyFemitter User2', 'DiscoverRemoteSystems 10.0.196.64/28'), ('DecoyTomcat User2', 'DiscoverNetworkServices 10.0.196.75'), ('DecoyHarakaSMPT Enterprise0', 'ExploitRemoteService 10.0.196.75'), ('DecoyTomcat Enterprise0', 'PrivilegeEscalate User4'), ('DecoyVsftpd Enterprise0', 'DiscoverNetworkServices 10.0.217.121'), ('DecoyFemitter Enterprise2', 'ExploitRemoteService 10.0.217.121'), ('DecoyVsftpd User3', 'ExploitRemoteService 10.0.196.75'), ('Analyse User1', 'PrivilegeEscalate User4'), ('DecoySSHD User3', 'DiscoverNetworkServices 10.0.217.121'), ('Analyse Enterprise1', 'ExploitRemoteService 10.0.217.121'), ('Analyse Enterprise1', 'ExploitRemoteService 10.0.196.75'), ('Analyse User1', 'PrivilegeEscalate User4'), ('Analyse User2', 'DiscoverNetworkServices 10.0.217.121'), ('Analyse Enterprise1', 'ExploitRemoteService 10.0.217.121'), ('Analyse Enterprise1', 'ExploitRemoteService 10.0.196.75'), ('Analyse User1', 'PrivilegeEscalate User4'), ('Analyse User2', 'DiscoverNetworkServices 10.0.217.121'), ('Analyse Enterprise1', 'ExploitRemoteService 10.0.217.121'), ('Analyse Enterprise1', 'ExploitRemoteService 10.0.196.75'), ('Analyse User1', 'PrivilegeEscalate User4'), ('Analyse User2', 'DiscoverNetworkServices 10.0.217.121'), ('Analyse Enterprise1', 'ExploitRemoteService 10.0.217.121'), ('Analyse Enterprise1', 'ExploitRemoteService 10.0.196.75'), ('Analyse User1', 'PrivilegeEscalate User4'), ('Analyse User2', 'DiscoverNetworkServices 10.0.217.121'), ('Analyse Enterprise1', 'ExploitRemoteService 10.0.217.121'), ('Analyse Enterprise1', 'PrivilegeEscalate Enterprise0'), ('Restore Enterprise0', 'DiscoverRemoteSystems 10.0.217.112/28'), ('Analyse User2', 'DiscoverNetworkServices 10.0.217.117'), ('Analyse User1', 'ExploitRemoteService 10.0.217.117')], total reward: -4.800000000000001
actions: [('DecoyFemitter User2', 'DiscoverRemoteSystems 10.0.198.48/28'), ('DecoyTomcat User2', 'DiscoverNetworkServices 10.0.198.55'), ('DecoyHarakaSMPT Enterprise0', 'ExploitRemoteService 10.0.198.55'), ('DecoyFemitter Enterprise1', 'PrivilegeEscalate User1'), ('Analyse User2', 'DiscoverNetworkServices 10.0.32.90'), ('DecoyFemitter Enterprise2', 'ExploitRemoteService 10.0.32.90'), ('Analyse Enterprise1', 'ExploitRemoteService 10.0.198.55'), ('Analyse Enterprise1', 'PrivilegeEscalate User1'), ('Analyse Enterprise1', 'DiscoverNetworkServices 10.0.32.90'), ('Analyse Enterprise1', 'ExploitRemoteService 10.0.32.90'), ('Analyse Enterprise1', 'ExploitRemoteService 10.0.198.55'), ('Analyse Enterprise1', 'PrivilegeEscalate User1'), ('Analyse Enterprise1', 'DiscoverNetworkServices 10.0.32.90'), ('Analyse Enterprise1', 'ExploitRemoteService 10.0.32.90'), ('Analyse Enterprise1', 'ExploitRemoteService 10.0.198.55'), ('Analyse Enterprise1', 'PrivilegeEscalate User1'), ('Analyse Enterprise1', 'DiscoverNetworkServices 10.0.32.90'), ('Analyse Enterprise1', 'ExploitRemoteService 10.0.32.90'), ('Analyse Enterprise1', 'PrivilegeEscalate Enterprise1'), ('Restore Enterprise1', 'DiscoverRemoteSystems 10.0.32.80/28'), ('Analyse Enterprise1', 'DiscoverNetworkServices 10.0.32.84'), ('Analyse Enterprise1', 'ExploitRemoteService 10.0.32.84'), ('Analyse Enterprise1', 'ExploitRemoteService 10.0.32.90'), ('DecoyFemitter Enterprise1', 'ExploitRemoteService 10.0.198.55'), ('Analyse User2', 'PrivilegeEscalate User1'), ('Analyse User2', 'DiscoverNetworkServices 10.0.32.90'), ('Analyse Enterprise1', 'ExploitRemoteService 10.0.32.90'), ('Analyse Enterprise1', 'ExploitRemoteService 10.0.198.55'), ('Analyse User2', 'PrivilegeEscalate User1'), ('Analyse Enterprise1', 'DiscoverNetworkServices 10.0.32.90')], total reward: -5.799999999999997
actions: [('DecoyFemitter User2', 'DiscoverRemoteSystems 10.0.119.64/28'), ('DecoyTomcat User2', 'DiscoverNetworkServices 10.0.119.69'), ('DecoyHarakaSMPT Enterprise0', 'ExploitRemoteService 10.0.119.69'), ('DecoyFemitter Enterprise1', 'PrivilegeEscalate User1'), ('Analyse User2', 'DiscoverNetworkServices 10.0.33.81'), ('DecoyFemitter Enterprise2', 'ExploitRemoteService 10.0.33.81'), ('Analyse Enterprise1', 'ExploitRemoteService 10.0.119.69'), ('Analyse User2', 'PrivilegeEscalate User1'), ('Analyse Enterprise1', 'DiscoverNetworkServices 10.0.33.81'), ('Analyse Enterprise1', 'ExploitRemoteService 10.0.33.81'), ('Analyse Enterprise1', 'ExploitRemoteService 10.0.119.69'), ('Analyse Enterprise1', 'PrivilegeEscalate User1'), ('Analyse Enterprise1', 'DiscoverNetworkServices 10.0.33.81'), ('Analyse Enterprise1', 'ExploitRemoteService 10.0.33.81'), ('Analyse Enterprise1', 'PrivilegeEscalate Enterprise1'), ('Restore Enterprise1', 'DiscoverRemoteSystems 10.0.33.80/28'), ('Analyse Enterprise1', 'DiscoverNetworkServices 10.0.33.94'), ('Analyse Enterprise1', 'ExploitRemoteService 10.0.33.94'), ('Analyse Enterprise1', 'ExploitRemoteService 10.0.33.81'), ('Analyse Enterprise1', 'PrivilegeEscalate Enterprise1'), ('Restore Enterprise1', 'DiscoverRemoteSystems 10.0.33.80/28'), ('DecoyFemitter Enterprise1', 'DiscoverNetworkServices 10.0.33.94'), ('Analyse Enterprise1', 'ExploitRemoteService 10.0.33.94'), ('Analyse Enterprise1', 'PrivilegeEscalate Enterprise2'), ('Analyse User2', 'DiscoverNetworkServices 10.0.250.122'), ('Restore Enterprise2', 'ExploitRemoteService 10.0.250.122'), ('DecoyFemitter Enterprise2', 'ExploitRemoteService 10.0.33.94'), ('Restore Enterprise1', 'ExploitRemoteService 10.0.33.81'), ('Restore Enterprise2', 'ExploitRemoteService 10.0.119.69'), ('DecoyFemitter Enterprise1', 'PrivilegeEscalate User1')], total reward: -11.799999999999997
actions: [('DecoyFemitter User2', 'DiscoverRemoteSystems 10.0.94.64/28'), ('DecoyTomcat User2', 'DiscoverNetworkServices 10.0.94.73'), ('DecoyHarakaSMPT Enterprise0', 'ExploitRemoteService 10.0.94.73'), ('DecoyFemitter Enterprise1', 'ExploitRemoteService 10.0.94.73'), ('Analyse User2', 'ExploitRemoteService 10.0.94.73'), ('Analyse User2', 'PrivilegeEscalate User2'), ('Analyse User2', 'DiscoverNetworkServices 10.0.63.251'), ('Analyse Enterprise1', 'ExploitRemoteService 10.0.63.251'), ('Analyse Enterprise1', 'PrivilegeEscalate Enterprise1'), ('Restore Enterprise1', 'DiscoverRemoteSystems 10.0.63.240/28'), ('Analyse Enterprise1', 'DiscoverNetworkServices 10.0.63.246'), ('Analyse Enterprise1', 'ExploitRemoteService 10.0.63.246'), ('Analyse Enterprise1', 'PrivilegeEscalate Enterprise2'), ('Restore Enterprise2', 'DiscoverNetworkServices 10.0.5.213'), ('DecoyFemitter Enterprise1', 'DiscoverNetworkServices 10.0.94.73'), ('Analyse User2', 'ExploitRemoteService 10.0.94.73'), ('Analyse User2', 'ExploitRemoteService 10.0.94.73'), ('Analyse User2', 'ExploitRemoteService 10.0.94.73'), ('Analyse User2', 'PrivilegeEscalate User2'), ('Analyse User2', 'DiscoverNetworkServices 10.0.63.251'), ('Analyse Enterprise1', 'ExploitRemoteService 10.0.63.251'), ('Analyse Enterprise1', 'ExploitRemoteService 10.0.94.73'), ('Analyse User2', 'ExploitRemoteService 10.0.94.73'), ('Analyse User2', 'ExploitRemoteService 10.0.94.73'), ('Analyse User2', 'PrivilegeEscalate User2'), ('Analyse User2', 'DiscoverNetworkServices 10.0.63.251'), ('Analyse Enterprise1', 'ExploitRemoteService 10.0.63.251'), ('Analyse Enterprise1', 'ExploitRemoteService 10.0.94.73'), ('Analyse User2', 'ExploitRemoteService 10.0.94.73'), ('Analyse User2', 'ExploitRemoteService 10.0.94.73')], total reward: -6.499999999999995
actions: [('DecoyFemitter User2', 'DiscoverRemoteSystems 10.0.37.160/28'), ('DecoyTomcat User2', 'DiscoverNetworkServices 10.0.37.166'), ('DecoyHarakaSMPT Enterprise0', 'ExploitRemoteService 10.0.37.166'), ('DecoyTomcat Enterprise0', 'PrivilegeEscalate User4'), ('DecoyVsftpd Enterprise0', 'DiscoverNetworkServices 10.0.101.113'), ('DecoyFemitter Enterprise2', 'ExploitRemoteService 10.0.101.113'), ('DecoyVsftpd User3', 'ExploitRemoteService 10.0.37.166'), ('Analyse User1', 'PrivilegeEscalate User4'), ('DecoySSHD User3', 'DiscoverNetworkServices 10.0.101.113'), ('Analyse Enterprise1', 'ExploitRemoteService 10.0.101.113'), ('Analyse Enterprise1', 'ExploitRemoteService 10.0.37.166'), ('Analyse User1', 'PrivilegeEscalate User4'), ('Analyse User2', 'DiscoverNetworkServices 10.0.101.113'), ('Analyse Enterprise1', 'ExploitRemoteService 10.0.101.113'), ('Analyse Enterprise1', 'ExploitRemoteService 10.0.37.166'), ('Analyse User1', 'PrivilegeEscalate User4'), ('Analyse User2', 'DiscoverNetworkServices 10.0.101.113'), ('Analyse Enterprise1', 'ExploitRemoteService 10.0.101.113'), ('Analyse Enterprise1', 'ExploitRemoteService 10.0.37.166'), ('Analyse User1', 'PrivilegeEscalate User4'), ('Analyse User2', 'DiscoverNetworkServices 10.0.101.113'), ('Analyse Enterprise1', 'ExploitRemoteService 10.0.101.113'), ('Analyse Enterprise1', 'ExploitRemoteService 10.0.37.166'), ('Analyse User1', 'PrivilegeEscalate User4'), ('Analyse User2', 'DiscoverNetworkServices 10.0.101.113'), ('Analyse Enterprise1', 'ExploitRemoteService 10.0.101.113'), ('Analyse Enterprise1', 'ExploitRemoteService 10.0.37.166'), ('Analyse User1', 'PrivilegeEscalate User4'), ('Analyse User2', 'DiscoverNetworkServices 10.0.101.113'), ('Analyse Enterprise1', 'ExploitRemoteService 10.0.101.113')], total reward: -2.800000000000001
actions: [('DecoyFemitter User2', 'DiscoverRemoteSystems 10.0.111.224/28'), ('DecoyTomcat User2', 'DiscoverNetworkServices 10.0.111.235'), ('DecoyHarakaSMPT Enterprise0', 'ExploitRemoteService 10.0.111.235'), ('DecoyTomcat Enterprise0', 'PrivilegeEscalate User4'), ('DecoyVsftpd Enterprise0', 'DiscoverNetworkServices 10.0.75.243'), ('DecoyFemitter Enterprise2', 'ExploitRemoteService 10.0.75.243'), ('DecoyVsftpd User3', 'ExploitRemoteService 10.0.111.235'), ('Analyse User1', 'PrivilegeEscalate User4'), ('DecoySSHD User3', 'DiscoverNetworkServices 10.0.75.243'), ('Analyse Enterprise1', 'ExploitRemoteService 10.0.75.243'), ('Analyse Enterprise1', 'ExploitRemoteService 10.0.111.235'), ('Analyse User1', 'PrivilegeEscalate User4'), ('Analyse User2', 'DiscoverNetworkServices 10.0.75.243'), ('Analyse Enterprise1', 'ExploitRemoteService 10.0.75.243'), ('Analyse Enterprise1', 'ExploitRemoteService 10.0.111.235'), ('Analyse User1', 'PrivilegeEscalate User4'), ('Analyse User2', 'DiscoverNetworkServices 10.0.75.243'), ('Analyse Enterprise1', 'ExploitRemoteService 10.0.75.243'), ('Analyse Enterprise1', 'ExploitRemoteService 10.0.111.235'), ('Analyse User1', 'PrivilegeEscalate User4'), ('Analyse User2', 'DiscoverNetworkServices 10.0.75.243'), ('Analyse Enterprise1', 'ExploitRemoteService 10.0.75.243'), ('Analyse Enterprise1', 'ExploitRemoteService 10.0.111.235'), ('Analyse User1', 'PrivilegeEscalate User4'), ('Analyse User2', 'DiscoverNetworkServices 10.0.75.243'), ('Analyse Enterprise1', 'ExploitRemoteService 10.0.75.243'), ('Analyse Enterprise1', 'ExploitRemoteService 10.0.111.235'), ('Analyse User1', 'PrivilegeEscalate User4'), ('Analyse User2', 'DiscoverNetworkServices 10.0.75.243'), ('Analyse Enterprise1', 'ExploitRemoteService 10.0.75.243')], total reward: -2.800000000000001
